,title,revised_salary,rel_title,ranking,category,salary_level,state,suburb
5774,"MIS Data Analyst - Contract, Sydney",85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5781,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
5783,Data Analyst,72500.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
5784,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5795,Digital Data Analyst,72500.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,SurryHills
5796,Junior Data Analyst | Salesforce | Global Software Business | 12 Month Contract,76440.0,Data Analyst,Junior,Data AnalystJunior,low,NSW,Sydney
5800,Master Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5817,BI Developer/Data Analyst,183750.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
5833,Data Analyst - 6 month contract,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
5836,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5843,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
5847,Agile Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
5856,Superannuation Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5860,Commercial / Data Analyst - Global ASX,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
5865,Senior Business Analyst - Credit Risk,115000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
5870,Business Analyst -Human Resources,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
5882,Business analyst ( HR + EMERGENCY/INCIDENT MANAGEMENT ROLE ),105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
5885,Business Analyst (Contract),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5890,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Bella
5891,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
5892,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
5894,"Junior Business Analyst / Tester - Consulting, 3 Months",80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,SydneyEasternSuburbs
5895,Business Analyst,85000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5896,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5897,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5898,Business Analyst,75000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Pyrmont
5901,Business Analyst,181300.0,Business Analyst,Normal,Business AnalystNormal,med,WA,
5902,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
5904,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5905,Project Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
5907,JDE Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5908,Graduate Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,VIC,Geelong
5909,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5910,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
5911,Business Analyst / System Analyst,196000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
5912,Project Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5913,Business Analyst,235200.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
5915,Business Analyst – Front Office Regulatory Obligations Framework – Six Month Maximum Term Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5917,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,
5918,Advisor Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,MacquariePark
5919,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
5921,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Central
5922,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5923,HR Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5924,Lead Business Analyst - Improvements,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5925,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5926,Business Analyst - 12 Month Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5927,Tester ? Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5930,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
5932,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,EastMelbourne
5933,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
5938,Junior Technical Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
5939,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5940,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,BalwynNorth
5942,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5943,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5944,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
5945,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
5946,IT Business Analyst,120000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5947,Marketing Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5948,Business Analyst | Business Test Analyst,80000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5949,Business Analyst,34300.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5951,Technical Business Analyst - North Ryde,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
5952,"EL1 Senior Business Analyst, Canberra",70116.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
5953,Technical Business Analyst - North Ryde,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
5954,ASO6 IMPLEMENTATION BUSINESS ANALYST,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
5955,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
5956,IT Business Analyst,31850.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5957,ICT Business Analyst,87500.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5958,Business Analyst (Data Assurance),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5959,ICT Business Analyst,76000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5960,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5961,Junior Technical Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
5962,Business Analyst - IT and Telecommunications,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5963,Principal Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5965,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
5968,"Business Analyst, Technical (SaaS)",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5971,Business Analyst,151000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,MountIsa
5972,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5973,Business Analyst (End to End),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5974,Business Analyst,87220.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5976,Systems Business Analyst (VPSG5),105275.5,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
5977,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5978,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5980,Business Analyst Lead,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5987,Business Analyst – 6 months maternity cover,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5988,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
5989,Principal Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
5991,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5992,BUSINESS ANALYST – PMO TEAM,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5993,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
5994,Business Analyst - Insurance,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
5996,Business Analyst,75000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Milton
5998,IT – Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Geelong
5999,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6001,"Business Analyst - Project Management, Finance - EFS Project (12 month max term contract)",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6003,Business Analyst – Front Office Regulatory Obligations Framework – Six Month Maximum Term Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6004,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Brisbane
6006,Business Analyst – Digital Transformation Program,83917.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Torquay
6007,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6008,BUSINESS ANALYST CONSULTANT,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6009,Business Analyst 4-Ops,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
6010,Consulting - Deloitte Digital Business Analyst,70000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6011,Business Analyst - Enterprise Digital,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6012,Product Manager/Business Analyst,100000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,TerreyHills
6014,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6015,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6016,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6017,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6021,Workstream Specialist / Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,
6024,Senior Business Analyst (Data),103995.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Brisbane
6025,"Business Analyst - Asset Management, 12 month contract",220500.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6026,Business Analyst - User Access Management,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6028,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6031,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6032,Business Analyst (Business Improvement),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Abbotsford
6034,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6037,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6038,Business Analyst (CANBERRA),105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6040,Business Analyst /Solutions Architect,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6041,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6042,SENIOR BUSINESS ANALYST_CALYPSO FO,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6043,SENIOR BUSINESS ANALYST_CALYPSO FO-SP,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6044,Business Analyst – Commodities and Global Markets - Six Months Maximum Term Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6049,Property Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
6050,Senior Systems Engineer/Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6052,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6053,"Business Analyst (Sydney,Adelaide,Brisbane,Perth,Darwin,and Melbourne)",85000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6054,Lead Business Analyst - Improvements,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6055,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6057,eCommerce Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6058,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,NewSouth
6059,Business Analyst (Familiar with AUS CHESS & SMA),100000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6062,Graduate Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,VIC,Geelong
6063,Business Analysts - Financial Services,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6065,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6066,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
6068,Corporate Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Newstead
6069,ICT Business Analyst,70000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6070,Process Engineer and Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,PerthCentralBusinessDistrict
6071,Senior Technical Business Analyst - Gaming Services Technology,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6072,Business Analyst – Financial Advice,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6075,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6076,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6077,Business Analyst (Senior) & Consultant,145000.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Brisbane
6079,Business Analyst | North Sydney | Perm | Growing Company,120000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6083,Snr Business Analyst - Process Analysis,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6084,Business Analyst | Technical | Digital Project,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,EightMilePlains
6085,Business Analyst - Process Improvement,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
6087,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6088,Business Analyst - Technology - CBD,110000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6090,Technical Business Analyst - Data Warehouse,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6091,Finance Analyst/Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
6093,Business Analyst,110000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthernBeaches
6094,Business Analyst - Process Mapping,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6096,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Footscray
6097,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
6098,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,MelbourneCityCentre
6099,Business Analyst - Contract Lifecycle Management System,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Inner
6100,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6101,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6102,Business Analyst - Capital Markets - Trading,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6103,Junior CRM Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,SydneyCentralBusinessDistrict
6104,Senior Business Analyst - Salesforce,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6109,"Business Analyst - Process Design, CBD Location, Rolling Contract",122500.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6110,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6111,Business Analyst - TM1,110000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6112,Business Analyst - ICT project (CLMS),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6113,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6114,Agile Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
6116,Technical Business Analyst - Agile/BDD,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6117,Business Analyst - Process Improvement,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
6118,Agile Business Analyst - Payments,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6119,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6120,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,MacquariePark
6121,Business Analyst (Six Sigma Practitioner),105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
6125,Business Analyst - AMS Project,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
6126,Business Analyst,115000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6127,Business Analyst - Credit Risk,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6128,Business Analyst / SBA,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6129,Senior Agile Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6130,CRM Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
6133,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Mascot
6135,Business Analyst - Australian Owned FMCG,85000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6136,Business Analyst | Process & Compliance | Financial Services,196000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6137,Process Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6138,Business Analyst,115000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6140,Senior Business Analyst,129442.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Toowoomba
6144,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6145,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Chatswood
6146,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6149,Implementation Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6151,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6152,APS5/APS6 Business Analyst,93100.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Geelong
6153,Senior Business Analyst - Capital Markets,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,NewSouth
6155,Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
6157,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
6158,Business Analyst - Energy,36750.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6159,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6160,Business Analyst - SalesForce,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6162,Business Analyst - Fin Services x 2,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6163,ERP Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Turramurra
6164,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
6165,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneCentralBusinessDistrict
6167,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Chatswood
6169,Digital Tech Business Analyst - Fintech!,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6170,Technical Business Analyst - Agile/BDD,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6172,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,NorthernBeaches
6174,Senior Business Analyst,36750.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6175,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Chatswood
6176,IT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6178,Agile Business Analyst,196000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6180,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6181,Senior Process Improvement Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
6182,Technical Business Analyst - Analytics,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
6185,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Brisbane
6187,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6189,Business Analyst,117600.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
6190,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6191,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Illawarra
6193,Business Analyst - Perth,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
6194,Senior Business Analyst - 6 month Contract - RG97 - Sydney CBD,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6196,IT Audit and Compliance / Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6197,ICT Business Analysis / Project Manager,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Leichhardt
6198,Business Analyst - Agile (Permanent) - CRM/Asset Management,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6199,Business Analyst – Financial Crime,189875.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6200,Business Analyst,189875.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6203,Business Analyst - 6 month contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6204,Business Analyst,110000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6207,Salesforce Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
6208,Business Analyst - Finance,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthShore
6209,Management Accountant/Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6210,Business Analyst - Product Control,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6211,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6213,PEGA Business Analyst,208250.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6214,Business Analyst,166600.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6215,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
6217,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,
6218,Business Analyst - Responsible Lending,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6220,Senior Business Analyst - Application,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6221,Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6223,Workforce Management Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
6224,E-Commerce Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6225,Business Analyst - End Customer focus,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
6226,"Business Analyst - ITIL/ITSM. Reputable Firm, CBD",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6229,Senior Business Analyst,130000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,HillsDistrict
6231,APS 5/6 Business Analyst – GEELONG,97020.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6234,Guidewire Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6235,"Business Analyst/Executive, Macquarie Infrastructure and Real Assets, Macquarie Asset Management",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6236,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6237,Business Analyst | Telco | Product | $850 p/d | North Sydney | Immediate,208250.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6238,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Chippendale
6239,IT Business Analyst/QA Tester,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6240,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6241,ICT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
6242,Business Analyst - Financial Services,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6244,Lead HRS Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
6245,Senior Business Analyst,112000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Pyrmont
6246,Salesforce Business Analyst/Functional Consultant,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
6249,Senior Business Analyst - Treasury,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6250,Business Analyst - Process Improvement,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
